material_id,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-1287,2,ReBr4,P2_1/c,0,FALSE,bottom-up,0,,2dm-5281
2dm-1288,2,ZrBr4,P1,2591,FALSE,bottom-up,0,,2dm-4444
2dm-1289,2,P4Cl,P2/m,0,FALSE,bottom-up,305,245,2dm-5639
2dm-129,2,SeBr,P-1,1192,FALSE,bottom-up,5,84,2dm-3502
2dm-1290,2,TcCl4,P2_1/c,0,FALSE,bottom-up,87,,2dm-5281
2dm-1291,2,Ge3I8,P1,521,FALSE,bottom-up,130,,2dm-3403
2dm-1292,2,NbI5,P1,542,FALSE,bottom-up,,,
2dm-1293,2,CrBr4,P-1,0,FALSE,bottom-up,137,,2dm-4502
2dm-1294,2,Y2Te3,P1,780,FALSE,bottom-up,102,423,
2dm-1295,2,In2O3,Pmn2_1,1526,FALSE,bottom-up,192,,2dm-5005
2dm-1296,2,TiTe3,P2_1/m,0,FALSE,bottom-up,46,,2dm-3809
2dm-1297,2,TePt,P4/nmm,0,FALSE,bottom-up,299,208,2dm-5133
2dm-1298,2,AlBr,Aem2,2067,FALSE,bottom-up,604,84,
2dm-1299,2,GaN3,P-3m1,0,FALSE,bottom-up,803,,
2dm-13,2,SnCl4,P4/mmm,1298,FALSE,bottom-up,182,101,2dm-4359
2dm-130,2,CN2,Pmc2_1,0,FALSE,bottom-up,425,,2dm-4912
2dm-1300,2,OsPb2,P4/mmm,0,FALSE,bottom-up,672,,2dm-3563
2dm-1301,2,Re2Cl7,P2/c,178,TRUE,bottom-up,180,,2dm-4014
2dm-1302,2,CS,Pmmn,0,FALSE,bottom-up,1430,62,2dm-4801
2dm-1303,2,Os4Se5,P4/n,13,FALSE,bottom-up,311,,2dm-4626
2dm-1304,2,Ge3H,P-3m1,98,TRUE,bottom-up,34,28,2dm-5083
2dm-1305,2,InSb5,Pmc2_1,610,TRUE,bottom-up,215,142,2dm-3922
2dm-1306,2,Ge4Pd,P4/nbm,0,FALSE,bottom-up,270,220,2dm-3525
2dm-1307,2,O5F2,P2_1,677,TRUE,bottom-up,0,,2dm-3828
2dm-1308,2,EuSn2,P-3m1,0,FALSE,bottom-up,646,669,
2dm-1309,2,Bi3C,P-3m1,0,TRUE,bottom-up,1004,192,2dm-5503
2dm-131,2,MoF3,P-31m,4314,FALSE,bottom-up,107,59,2dm-3768
2dm-1311,2,NbBr4,P2_1/c,0,FALSE,bottom-up,143,-122,2dm-4128
2dm-1312,2,Be2Cd,P4/mmm,0,FALSE,bottom-up,1190,756,2dm-5339
2dm-1313,2,Sb3Pb,P-3m1,0,FALSE,bottom-up,228,304,2dm-5503
2dm-1314,2,ZrI4,P-1,1721,FALSE,bottom-up,13,92,2dm-4444
2dm-1315,2,Tl2Te3,P-62m,10,FALSE,bottom-up,280,,2dm-3796
2dm-1316,2,NbCl4,P2_1/c,276,FALSE,bottom-up,83,,2dm-4128
2dm-1317,2,PuBr3,P-6m2,0,FALSE,bottom-up,345,324,2dm-5505
2dm-1318,2,PtC4,Cmmm,1208,FALSE,bottom-up,1713,833,2dm-5529
2dm-1319,2,Tc3I8,P1,37,FALSE,bottom-up,21,,2dm-4993
2dm-132,2,AlTe,C2/m,1494,FALSE,bottom-up,34,85,2dm-3756
2dm-1320,2,Re2Br7,P2/c,0,FALSE,bottom-up,0,,2dm-4014
2dm-1321,2,BAs3,P-3m1,0,FALSE,bottom-up,398,159,
2dm-1322,2,SnSb3,P-3m1,0,FALSE,bottom-up,245,334,2dm-5503
2dm-1323,2,PbBr4,P4/mmm,0,FALSE,bottom-up,278,,2dm-3719
2dm-1324,2,CuTe,P2/m,0,FALSE,bottom-up,85,112,2dm-3506
2dm-1325,2,NbCl4,P2_1/c,0,FALSE,bottom-up,118,,2dm-5426
2dm-1326,2,Bi3B,P-3m1,0,TRUE,bottom-up,740,192,
2dm-1327,2,AuCl,P-3m1,0,FALSE,bottom-up,312,,2dm-4972
2dm-1328,2,Tc2Br7,P2/c,59,FALSE,bottom-up,36,,2dm-4014
2dm-1329,2,Si4Pt,P4/nbm,0,FALSE,bottom-up,462,412,2dm-5529
2dm-133,2,RuS,P4/nmm,0,FALSE,bottom-up,40,101,2dm-5485
2dm-1330,2,SbPb,C2/m,623,FALSE,bottom-up,241,,2dm-3474
2dm-1331,2,Re3I8,P1,71,FALSE,bottom-up,381,,2dm-4993
2dm-1332,2,Bi3Pb,P-3m1,0,FALSE,bottom-up,227,,2dm-5503
2dm-1333,2,PtF2,P2_1/c,1441,FALSE,bottom-up,185,102,2dm-5760
2dm-1334,2,EuSi2,P-3m1,0,FALSE,bottom-up,1352,,
2dm-1335,2,TcI4,P2_1/c,0,FALSE,bottom-up,0,,2dm-5281
2dm-1336,2,NO2,Pm,0,FALSE,bottom-up,,,2dm-4327
2dm-1337,2,PuCl3,P-6m2,0,FALSE,bottom-up,358,401,2dm-5505
2dm-1338,2,CN3,P-3m1,0,TRUE,bottom-up,1050,-573,2dm-5503
2dm-1339,2,Mg5Co,Pmc2_1,0,FALSE,bottom-up,355,266,2dm-5064
2dm-134,2,NbTe,P4/nmm,0,FALSE,bottom-up,160,96,2dm-4224
2dm-1340,2,Tc2Br5,P2/c,0,FALSE,bottom-up,517,,2dm-4185
2dm-1341,2,SiBi3,P-3m1,0,FALSE,bottom-up,466,275,2dm-5503
2dm-1343,2,GaBr,P4/nmm,2578,TRUE,bottom-up,57,103,
2dm-1344,2,SnBi3,P-3m1,0,FALSE,bottom-up,247,275,2dm-5503
2dm-1345,2,InN5,Pmc2_1,0,FALSE,bottom-up,831,,2dm-3922
2dm-1346,2,Ge4Pt,P4/nbm,0,FALSE,bottom-up,228,,2dm-5529
2dm-1347,2,PbCl4,P4/mmm,525,FALSE,bottom-up,121,,2dm-3719
2dm-1348,2,BSb3,P-3m1,0,FALSE,bottom-up,580,184,
2dm-1349,2,TeAu2,Pmc2_1,199,FALSE,bottom-up,106,211,2dm-4629
2dm-135,2,NiSb2,P2_1/m,0,FALSE,bottom-up,188,172,2dm-4348
2dm-1350,2,GaSb5,Pmc2_1,567,FALSE,bottom-up,269,144,2dm-3922
2dm-1351,2,NiN2,P4/mmm,0,FALSE,bottom-up,678,,2dm-5531
2dm-1352,2,Ca2Ir,P4/mmm,0,FALSE,bottom-up,124,229,2dm-3380
2dm-1353,2,GeBi3,P-3m1,0,FALSE,bottom-up,315,,2dm-5824
2dm-1354,2,Ta3I8,P3m1,149,FALSE,bottom-up,71,90,2dm-5206
2dm-1356,2,SnSb,C2/m,1301,FALSE,bottom-up,39,,2dm-3474
2dm-1357,2,V2Te3,P2_1/m,0,FALSE,bottom-up,35,121,2dm-3670
2dm-1358,2,Cu2Te,P2_1,38,FALSE,bottom-up,63,102,2dm-4305
2dm-1359,2,NbBr4,P2_1/c,0,FALSE,bottom-up,115,,2dm-5426
2dm-136,2,GeO,Pbcm,2960,FALSE,bottom-up,131,62,2dm-3669
2dm-1360,2,I4N,P1,0,FALSE,bottom-up,578,163,2dm-4763
2dm-1361,2,Tl3Co,P-6m2,0,FALSE,bottom-up,664,273,2dm-3758
2dm-1362,2,RhBr4,P2/m,0,FALSE,bottom-up,109,,2dm-5163
2dm-1363,2,HfI4,P-1,2079,FALSE,bottom-up,14,,2dm-4444
2dm-1364,2,TcF3,P-3m1,907,FALSE,bottom-up,0,46,2dm-3697
2dm-1365,2,Nb2O5,Pmn2_1,2159,FALSE,bottom-up,95,,2dm-5856
2dm-1366,2,SF,P-1,3425,FALSE,bottom-up,0,-62,2dm-3502
2dm-1367,2,TaBr4,P2_1/c,220,FALSE,bottom-up,202,,2dm-5426
2dm-1368,2,NbBr5,P1,476,FALSE,bottom-up,,,
2dm-1369,2,OsBr4,P2_1/c,0,FALSE,bottom-up,,,2dm-4073
2dm-137,2,Bi2Te3,Pc,893,FALSE,bottom-up,137,,2dm-4755
2dm-1370,2,NbI4,P2_1/c,0,FALSE,bottom-up,457,,2dm-4128
2dm-1371,2,MnF3,P-3m1,1824,TRUE,bottom-up,177,76,2dm-3697
2dm-1372,2,Tl2O3,Pc,395,TRUE,bottom-up,141,,2dm-5005
2dm-1373,2,AlSb5,Pmc2_1,406,TRUE,bottom-up,384,199,2dm-3922
2dm-1374,2,Nb2O5,P2_1,3123,FALSE,bottom-up,224,,2dm-5656
2dm-1375,2,Te11Au18,P1,0,FALSE,bottom-up,95,,
2dm-1376,2,HC3,P-3m1,0,FALSE,bottom-up,515,428,2dm-5083
2dm-1377,2,Te5Os4,P-1,0,FALSE,bottom-up,388,,2dm-4626
2dm-1378,2,GeN3,P-3m1,1574,FALSE,bottom-up,624,59,2dm-5824
2dm-1379,2,OsI4,P2_1/c,0,FALSE,bottom-up,168,,2dm-4073
2dm-138,2,CdF2,P-4m2,3982,TRUE,bottom-up,240,231,2dm-3966
2dm-1380,2,TaCl4,P2_1/c,0,FALSE,bottom-up,183,,2dm-5426
2dm-1381,2,V3Br8,P-3m1,0,FALSE,bottom-up,0,82,2dm-5206
2dm-1382,2,In2Se3,P-62m,1353,TRUE,bottom-up,222,,2dm-3796
2dm-1383,2,PC,P-1,1975,FALSE,bottom-up,336,42,2dm-4588
2dm-1384,2,LaBe5,Cm,0,FALSE,bottom-up,591,,2dm-4891
2dm-1385,2,SrGe2,P-3m1,0,FALSE,bottom-up,1131,1194,2dm-5517
2dm-1386,2,SiSb3,P-3m1,0,FALSE,bottom-up,392,333,2dm-5503
2dm-1387,2,N2O3,P2_1,0,FALSE,bottom-up,481,,2dm-3771
2dm-1388,2,NiTe2,P2_1/c,982,FALSE,bottom-up,173,,2dm-3017
2dm-1389,2,CuCl,P3m1,1310,TRUE,bottom-up,,,2dm-3766
2dm-139,2,MoSe2,P2_1/m,14,FALSE,bottom-up,112,,2dm-3497
2dm-1390,2,WS3,P2_1/c,4,FALSE,bottom-up,101,82,2dm-4138
2dm-1391,2,IrCl4,P-1,0,FALSE,bottom-up,0,,2dm-5163
2dm-1392,2,P9F2,P-1,0,FALSE,bottom-up,294,153,2dm-3684
2dm-1393,2,As9F2,P2_1/m,0,FALSE,bottom-up,93,72,2dm-3684
2dm-1394,2,ThF4,P2_1/c,6012,TRUE,bottom-up,134,96,2dm-3541
2dm-1395,2,Y2I3,C2/m,509,FALSE,bottom-up,31,74,2dm-3786
2dm-1396,2,Mg2Co,P4/mmm,0,FALSE,bottom-up,337,229,2dm-3380
2dm-1397,2,TePd,P-3m1,0,FALSE,bottom-up,142,122,2dm-3377
2dm-1398,2,Mg2Ir,P4/mmm,0,FALSE,bottom-up,260,276,2dm-3380
2dm-1399,2,Sb2Pd,P4/mmm,0,FALSE,bottom-up,169,103,2dm-5531
2dm-14,2,Ti3Se2,P4/mmm,0,FALSE,bottom-up,44,,2dm-3471
2dm-140,2,Ga4Te3,Pmn2_1,921,FALSE,bottom-up,108,127,2dm-3571
2dm-1400,2,Ca2Rh,P4/mmm,0,FALSE,bottom-up,117,224,2dm-3380
2dm-1401,2,AuCl,Pmma,0,FALSE,bottom-up,320,114,2dm-5106
2dm-1402,2,La2C,P-3m1,0,FALSE,bottom-up,174,252,2dm-3189
2dm-1403,2,InAs,P4/nmm,0,FALSE,bottom-up,334,206,2dm-3743
2dm-1404,2,TlS,P-3m1,783,FALSE,bottom-up,149,76,2dm-4063
2dm-1405,2,ReSe,P4/nmm,0,FALSE,bottom-up,530,99,2dm-5286
2dm-1406,2,Al2Fe,P4/mmm,0,FALSE,bottom-up,381,468,2dm-3244
2dm-1407,2,As2Pd,P4/mmm,0,FALSE,bottom-up,285,103,2dm-5531
2dm-1408,2,TlBi,P4/nmm,0,FALSE,bottom-up,329,433,2dm-3743
2dm-1409,2,TeAu,P2/m,926,FALSE,bottom-up,0,213,2dm-3506
2dm-141,2,MgPb2,P-3m1,0,FALSE,bottom-up,133,155,2dm-5517
2dm-1410,2,FeSn2,P4/mmm,0,FALSE,bottom-up,406,320,2dm-3563
2dm-1411,2,V2Se,P4/nmm,0,FALSE,bottom-up,30,47,2dm-3801
2dm-1412,2,AlBi,P4/nmm,0,FALSE,bottom-up,123,115,2dm-3743
2dm-1413,2,In2S5,P1,1639,FALSE,bottom-up,0,118,2dm-4306
2dm-1414,2,NbSe3,P2_1/m,0,FALSE,bottom-up,0,74,2dm-4511
2dm-1415,2,Ta2Se3,P2_1/m,0,FALSE,bottom-up,29,124,2dm-3670
2dm-1416,2,TlCl,P4mm,1992,TRUE,bottom-up,,842,2dm-3775
2dm-1417,2,PC,C2/m,2166,FALSE,bottom-up,336,44,2dm-3474
2dm-1418,2,Bi2Te3,P2_1/m,1012,FALSE,bottom-up,49,130,2dm-4253
2dm-1419,2,IrF4,P4/mbm,773,FALSE,bottom-up,129,,2dm-5163
2dm-142,2,Ca5Y,P1,0,FALSE,bottom-up,343,284,2dm-4891
2dm-1420,2,Nb2Te3,C2/m,0,FALSE,bottom-up,0,85,2dm-4351
2dm-1421,2,V2Se3,P2_1/m,0,FALSE,bottom-up,7,101,2dm-3670
2dm-1422,2,Ta2Te,P4/nmm,0,FALSE,bottom-up,20,61,2dm-3801
2dm-1423,2,Ag2Se,P2_1,1760,FALSE,bottom-up,3,154,2dm-4305
2dm-1424,2,AgSe,P-1,0,FALSE,bottom-up,57,72,2dm-4023
2dm-1425,2,HgBr2,P-4m2,2080,FALSE,bottom-up,22,120,2dm-3966
2dm-1427,2,MnCl3,P-31m,7,TRUE,bottom-up,0,76,2dm-5379
2dm-1428,2,ZrAu,P4/nmm,0,FALSE,bottom-up,338,462,2dm-5074
2dm-1429,2,FeC2,P4/mmm,0,FALSE,bottom-up,1622,715,2dm-3563
2dm-143,2,Mg2P,P-3m1,0,FALSE,bottom-up,533,338,2dm-3665
2dm-1430,2,Nb2Se3,P2_1/m,0,FALSE,bottom-up,49,132,2dm-4813
2dm-1431,2,Ca5Co,Pmc2_1,0,FALSE,bottom-up,348,278,2dm-5064
2dm-1432,2,TiI2,P2_1/m,143,FALSE,bottom-up,0,81,
2dm-1433,2,BiBr4,P4/nbm,0,FALSE,bottom-up,234,70,2dm-4763
2dm-1434,2,ZrF,C2/m,0,FALSE,bottom-up,34,49,2dm-3444
2dm-1435,2,Si2Os,P4/mmm,0,FALSE,bottom-up,833,629,2dm-3563
2dm-1436,2,MoF2,P2_1/c,2708,TRUE,bottom-up,386,134,2dm-4342
2dm-1437,2,SI,P-1,1414,FALSE,bottom-up,0,84,2dm-4682
2dm-1438,2,Cr3S4,P-3m1,0,FALSE,bottom-up,73,41,2dm-4728
2dm-1439,2,Y2I5,P2_1/m,150,FALSE,bottom-up,37,83,2dm-5545
2dm-144,2,AlI3,C2/m,2248,FALSE,bottom-up,59,85,2dm-4040
2dm-1440,2,SiBi,C2/m,1185,TRUE,bottom-up,244,89,2dm-3474
2dm-1441,2,Al3Rh,P-6m2,0,FALSE,bottom-up,1188,1046,2dm-3758
2dm-1442,2,PdSe,P4/nmm,0,FALSE,bottom-up,236,158,2dm-5133
2dm-1443,2,Ba5Sc,P1,0,FALSE,bottom-up,403,280,2dm-4891
2dm-1444,2,Au2S,P4/nmm,1137,TRUE,bottom-up,87,134,2dm-4305
2dm-1445,2,Al2S3,P-62m,3635,TRUE,bottom-up,324,431,2dm-3796
2dm-1446,2,VBr3,P-31m,0,FALSE,bottom-up,0,83,2dm-3549
2dm-1447,2,SnBr3,P1,1634,FALSE,bottom-up,97,,2dm-5235
2dm-1448,2,Ga2S3,P-62m,2745,TRUE,bottom-up,207,,2dm-3796
2dm-1449,2,Al2S5,C2/m,1711,FALSE,bottom-up,0,71,2dm-4985
2dm-145,2,InTe,P-3m1,1276,FALSE,bottom-up,0,74,2dm-4063
2dm-1450,2,AsF4,P1,4311,TRUE,bottom-up,16,55,2dm-4763
2dm-1451,2,BaAg,P6/mmm,0,FALSE,bottom-up,181,177,2dm-5120
2dm-1452,2,SiF4,P4/mmm,6693,FALSE,bottom-up,204,49,2dm-3719
2dm-1453,2,SrCl2,P-4m2,5352,TRUE,bottom-up,249,259,2dm-4009
2dm-1454,2,CuBr,P-3m1,1647,FALSE,bottom-up,0,,2dm-4972
2dm-1455,2,Bi9Cl2,P2_1/m,0,FALSE,bottom-up,67,96,2dm-3684
2dm-1456,2,TiI2,P2_1/m,143,FALSE,bottom-up,0,79,2dm-4652
2dm-1457,2,P2Pd,P2_1/m,12,FALSE,bottom-up,337,118,2dm-4348
2dm-1458,2,GaS,P-1,2330,FALSE,bottom-up,27,65,2dm-5155
2dm-1459,2,SiP3,P-3m1,0,FALSE,bottom-up,369,353,2dm-5824
2dm-146,2,ZrSe5,Pmmn,216,TRUE,bottom-up,4,76,2dm-3256
2dm-1460,2,SiSb,C2/m,1490,FALSE,bottom-up,120,79,2dm-3474
2dm-1461,2,HgCl2,P-3,2515,TRUE,bottom-up,45,76,2dm-5582
2dm-1462,2,ZrC2,P4/nmm,0,FALSE,bottom-up,1666,696,2dm-3413
2dm-1463,2,Ba2Rh,P4/mmm,0,FALSE,bottom-up,72,190,2dm-3380
2dm-1464,2,Ba2Cd,P4/mmm,0,FALSE,bottom-up,197,248,2dm-5339
2dm-1465,2,Te4Mo3,P-3m1,0,FALSE,bottom-up,530,62,2dm-4728
2dm-1466,2,TiCu,P4/nmm,0,FALSE,bottom-up,386,405,2dm-5074
2dm-1467,2,Mg5Ir,Pmc2_1,0,FALSE,bottom-up,345,284,2dm-5064
2dm-1468,2,TlCl,Pbcm,3445,FALSE,bottom-up,36,106,2dm-4627
2dm-1469,2,SbCl3,Pmn2_1,3592,FALSE,bottom-up,27,57,2dm-3709
2dm-147,2,UBr3,Pmmn,0,FALSE,bottom-up,0,90,2dm-3428
2dm-1470,2,Sc7Br10,P-1,0,FALSE,bottom-up,0,,2dm-3516
2dm-1471,2,ReF4,P2_1/c,106,TRUE,bottom-up,156,64,2dm-5281
2dm-1472,2,BS,P-3m1,2901,FALSE,bottom-up,0,44,2dm-4063
2dm-1473,2,RuBr4,P2_1/c,0,FALSE,bottom-up,63,,2dm-4073
2dm-1474,2,MnBr3,C2/m,0,FALSE,bottom-up,0,,2dm-5379
2dm-1475,2,TlCl3,Pmc2_1,1384,FALSE,bottom-up,0,125,2dm-3521
2dm-1476,2,NbF5,P1,4426,FALSE,bottom-up,,45,
2dm-1477,2,AuS,P2/m,1326,FALSE,bottom-up,0,149,2dm-3506
2dm-1478,2,ZrF2,P2_1/m,799,FALSE,bottom-up,282,58,2dm-4652
2dm-1479,2,Tc3F8,P1,84,FALSE,bottom-up,73,35,2dm-4993
2dm-1480,2,CrI2,P2_1/c,49,FALSE,bottom-up,13,86,2dm-4342
2dm-1482,2,NbS3,P2_1/m,0,FALSE,bottom-up,0,58,2dm-5258
2dm-1483,2,NiBi2,P4/mmm,0,FALSE,bottom-up,138,131,2dm-5531
2dm-1484,2,TiI4,P1,112,TRUE,bottom-up,219,,2dm-4444
2dm-1485,2,PF4,P1,5946,FALSE,bottom-up,0,29,2dm-4763
2dm-1486,2,NbSe2,P-1,53,FALSE,bottom-up,17,96,2dm-4500
2dm-1487,2,Bi4Cl,P2/m,0,FALSE,bottom-up,73,,2dm-5639
2dm-1488,2,PbCl2,P-3m1,3102,FALSE,bottom-up,23,93,2dm-3464
2dm-1489,2,SnCl3,P1,1942,FALSE,bottom-up,83,81,2dm-5235
2dm-149,2,PdF2,P2_1/c,865,TRUE,bottom-up,36,86,2dm-3562
2dm-1490,2,Mn2I5,P2/c,0,FALSE,bottom-up,101,,2dm-4185
2dm-1491,2,SnTe2,P-3m1,0,FALSE,bottom-up,114,151,2dm-3203
2dm-1492,2,Te3As2,Pc,1009,FALSE,bottom-up,70,161,2dm-4821
2dm-1493,2,TeBr,C2/m,1128,FALSE,bottom-up,0,85,2dm-4682
2dm-1494,2,Be2Rh,P4/mmm,0,FALSE,bottom-up,465,499,2dm-3380
2dm-1495,2,TaSe2,C2/m,0,FALSE,bottom-up,20,99,2dm-5694
2dm-1496,2,CoF2,P-3m1,0,FALSE,bottom-up,378,60,2dm-3527
2dm-1497,2,VI4,P2_1/c,0,FALSE,bottom-up,0,,2dm-4128
2dm-1498,2,YMg5,P1,0,FALSE,bottom-up,342,287,2dm-4891
2dm-1499,2,TlI3,Pmc2_1,916,TRUE,bottom-up,171,,2dm-3521
2dm-15,2,MoF2,C2/m,2652,TRUE,bottom-up,419,94,2dm-4519
2dm-150,2,PbSe,Pmmn,1848,FALSE,bottom-up,148,149,2dm-3338
2dm-1500,2,In2Se5,P1,1428,FALSE,bottom-up,35,108,2dm-4306
2dm-1501,2,NbBr5,P-1,1437,FALSE,bottom-up,39,110,
2dm-1502,2,InP,P4/nmm,0,FALSE,bottom-up,449,206,2dm-3743
2dm-1503,2,VS3,P-1,159,FALSE,bottom-up,76,49,2dm-4301
2dm-1504,2,ScI2,P4/mmm,0,FALSE,bottom-up,206,96,2dm-3640
2dm-1505,2,Te3Mo,P2_1/c,0,FALSE,bottom-up,79,95,2dm-4138
2dm-1506,2,TlAs5,Pmc2_1,1022,FALSE,bottom-up,28,105,2dm-3922
2dm-1507,2,TlSe,C2/m,898,FALSE,bottom-up,138,259,2dm-3756
2dm-1508,2,SI,P-1,1008,FALSE,bottom-up,0,84,2dm-3502
2dm-1509,2,TcCl3,P-3m1,930,FALSE,bottom-up,0,60,2dm-3697
2dm-151,2,TcBr3,P-3m1,979,TRUE,bottom-up,0,66,2dm-3697
2dm-1510,2,Cu2S,P2_1,577,FALSE,bottom-up,16,117,2dm-4305
2dm-1511,2,SeI,C2/m,649,FALSE,bottom-up,41,85,2dm-4682
2dm-1512,2,V2Te3,P2_1/m,0,FALSE,bottom-up,37,99,2dm-4813
2dm-1513,2,TiGe2,P4/nmm,0,FALSE,bottom-up,318,348,2dm-3413
2dm-1514,2,AgF,Pmma,5,FALSE,bottom-up,59,148,2dm-5106
2dm-1515,2,Ta2S,P4/nmm,0,FALSE,bottom-up,72,72,2dm-3801
2dm-1516,2,Tl4Se3,Pmn2_1,330,FALSE,bottom-up,127,187,2dm-3571
2dm-1517,2,Zr3Te2,P4/mmm,0,FALSE,bottom-up,56,,2dm-3471
2dm-1518,2,NbSe3,P-1,0,FALSE,bottom-up,31,78,2dm-4301
2dm-1519,2,AgI,Pmma,862,FALSE,bottom-up,167,96,2dm-5106
2dm-152,2,PtSe,P-3m1,0,FALSE,bottom-up,263,125,2dm-3377
2dm-1520,2,PbF3,P1,1330,FALSE,bottom-up,109,152,2dm-5235
2dm-1521,2,Tl2Te,P3,1257,FALSE,bottom-up,55,158,2dm-4097
2dm-1522,2,WF2,P2_1/c,1674,TRUE,bottom-up,647,108,2dm-4342
2dm-1523,2,P2S5,P2_1/c,390,FALSE,bottom-up,151,36,
2dm-1524,2,NiBi2,P2_1/m,0,FALSE,bottom-up,74,170,2dm-4348
2dm-1525,2,Tc2F7,P2/c,721,FALSE,bottom-up,0,52,2dm-4014
2dm-1526,2,VS,P4/nmm,0,FALSE,bottom-up,255,84,2dm-4224
2dm-1527,2,TiCl3,P-1,1,TRUE,bottom-up,2,71,2dm-3805
2dm-1528,2,SnAs,P-1,1108,FALSE,bottom-up,40,115,2dm-3615
2dm-1529,2,CF4,P4/mmm,3367,TRUE,bottom-up,1106,53,2dm-3719
2dm-153,2,ScBr3,P-31m,2898,FALSE,bottom-up,0,78,2dm-5715
2dm-1530,2,InSb,P4/nmm,0,FALSE,bottom-up,234,218,2dm-3743
2dm-1531,2,VCl4,P2_1/c,0,FALSE,bottom-up,124,,2dm-5426
2dm-1532,2,ScTe3,P4/nmm,0,FALSE,bottom-up,85,54,2dm-4856
2dm-1533,2,Ba5Ir,Pmc2_1,0,FALSE,bottom-up,155,264,2dm-5064
2dm-1534,2,Be5Ir,Pmc2_1,0,FALSE,bottom-up,509,,2dm-5064
2dm-1535,2,In3Ir,P-6m2,0,FALSE,bottom-up,636,509,2dm-3758
2dm-1536,2,Nb2S3,P2_1/m,0,FALSE,bottom-up,87,175,2dm-4813
2dm-1537,2,ReF3,P-3m1,1267,FALSE,bottom-up,13,,2dm-3697
2dm-1538,2,VTe,P4/nmm,0,FALSE,bottom-up,98,89,2dm-4224
2dm-1539,2,BiF3,Pmn2_1,5196,TRUE,bottom-up,147,230,2dm-3709
2dm-154,2,ZrI3,C2/m,319,FALSE,bottom-up,61,,2dm-3906
2dm-1540,2,AlF3,Pmc2_1,6607,FALSE,bottom-up,275,88,2dm-3521
2dm-1541,2,BF,P4mm,2894,FALSE,bottom-up,,,2dm-3775
2dm-1542,2,As2S3,P2_1/m,971,FALSE,bottom-up,46,89,2dm-4253
2dm-1543,2,Nb2Te3,P2_1/m,0,FALSE,bottom-up,38,102,2dm-3670
2dm-1544,2,VI5,P-1,240,FALSE,bottom-up,8,115,
2dm-1545,2,Ga2Te5,P1,857,FALSE,bottom-up,7,104,2dm-4306
2dm-1546,2,InF,P4mm,1142,FALSE,bottom-up,,777,2dm-3775
2dm-1548,2,AgBr,P-6m2,1754,TRUE,bottom-up,85,222,2dm-3405
2dm-1549,2,BiCl4,Cmmm,0,FALSE,bottom-up,71,49,2dm-4763
2dm-155,2,NpF3,Pmmn,53,FALSE,bottom-up,70,189,2dm-4540
2dm-1550,2,ZrBr2,P2_1/m,575,FALSE,bottom-up,0,70,
2dm-1551,2,CdI2,P-4m2,2697,TRUE,bottom-up,0,122,2dm-3966
2dm-1552,2,Ta2Se3,C2/m,92,FALSE,bottom-up,0,80,2dm-4351
2dm-1553,2,Tl3Ir,P-6m2,0,FALSE,bottom-up,587,326,2dm-3758
2dm-1554,2,Tl2Te,P3,1247,FALSE,bottom-up,56,159,2dm-5781
2dm-1555,2,NbCl4,P4/mmm,0,FALSE,bottom-up,179,100,2dm-3290
2dm-1556,2,TaCl5,P1,2535,FALSE,bottom-up,,,
2dm-1557,2,In2Te5,C2/m,1266,FALSE,bottom-up,14,113,2dm-4985
2dm-1558,2,GaF,P4mm,2238,FALSE,bottom-up,,529,2dm-3775
2dm-1559,2,CrF4,P1,1820,TRUE,bottom-up,137,38,2dm-4502
2dm-156,2,CBr2,P-3m1,1420,FALSE,bottom-up,1431,73,2dm-3464
2dm-1560,2,Tc2F7,P2_1,0,FALSE,bottom-up,0,13,2dm-5376
2dm-1561,2,P2Pd,P4/mmm,0,FALSE,bottom-up,640,67,2dm-5531
2dm-1562,2,Ag2Te,P2_1,1489,TRUE,bottom-up,29,139,2dm-4305
2dm-1563,2,Sc7F10,C2/m,0,FALSE,bottom-up,146,82,2dm-3516
2dm-1564,2,Al3Co,P-6m2,0,FALSE,bottom-up,1236,1099,2dm-3758
2dm-1565,2,Re3F8,P1,436,FALSE,bottom-up,323,-87,2dm-4993
2dm-1566,2,YI2,P4/mmm,0,FALSE,bottom-up,111,99,2dm-3640
2dm-1567,2,ScSi3,P6/mmm,0,FALSE,bottom-up,837,678,2dm-5552
2dm-1568,2,Y2F3,C2/m,961,FALSE,bottom-up,185,181,2dm-3786
2dm-157,2,NO2,P1,1639,FALSE,bottom-up,,,2dm-4089
2dm-1570,2,GeF4,P4/mmm,4253,FALSE,bottom-up,63,58,2dm-3719
2dm-1571,2,Sc7I10,P-1,0,FALSE,bottom-up,23,,2dm-3516
2dm-1572,2,HgCl2,P-4m2,2447,TRUE,bottom-up,49,,2dm-3966
2dm-1573,2,PtSe,P3m1,0,FALSE,bottom-up,,744,2dm-3053
2dm-1574,2,TaBr5,P1,412,FALSE,bottom-up,,,
2dm-1575,2,TePd,P3m1,0,FALSE,bottom-up,,638,2dm-3053
2dm-1576,2,Sc5Br8,P2/m,0,FALSE,bottom-up,0,73,2dm-4448
2dm-1577,2,GaSe,P-1,1829,FALSE,bottom-up,12,68,2dm-5155
